"Year","Month","Hospital","Specialty","TotalPatients"
2015,"Apr","St. Vincent's University Hospital","Endocrinology",444
2015,"Apr","St. Vincent's University Hospital","Gastro-Enterology",651
2015,"Apr","St. Vincent's University Hospital","General Medicine",2
2015,"Apr","St. Vincent's University Hospital","General Surgery",999
2015,"Apr","St. Vincent's University Hospital","Geriatric Medicine",67
2015,"Apr","St. Vincent's University Hospital","Gynaecology",257
2015,"Apr","St. Vincent's University Hospital","Haematology",395
2015,"Apr","St. Vincent's University Hospital","Infectious Diseases",4
2015,"Apr","St. Vincent's University Hospital","Nephrology",68
2015,"Apr","St. Vincent's University Hospital","Neurology",916
2015,"Apr","St. Vincent's University Hospital","Oncology",37
2015,"Apr","St. Vincent's University Hospital","Ophthalmology",171
2015,"Apr","St. Vincent's University Hospital","Orthopaedics",1836
2015,"Apr","St. Vincent's University Hospital","Other",30
2015,"Apr","St. Vincent's University Hospital","Otolaryngology (ENT)",895
2015,"Apr","St. Vincent's University Hospital","Pain Relief",364
2015,"Apr","St. Vincent's University Hospital","Palliative Medicine",1
2015,"Apr","St. Vincent's University Hospital","Plastic Surgery",1220
2015,"Apr","St. Vincent's University Hospital","Psychiatry",13
2015,"Apr","St. Vincent's University Hospital","Radiotherapy",39
2015,"Apr","St. Vincent's University Hospital","Rehabilitation Medicine",9
2015,"Apr","St. Vincent's University Hospital","Respiratory Medicine",777
2015,"Apr","St. Vincent's University Hospital","Rheumatology",662
2015,"Apr","St. Vincent's University Hospital","Urology",949
2015,"Apr","St. Vincent's University Hospital","Vascular Surgery",324
2015,"Apr","Tallaght Hospital","Anaesthetics",545
2015,"Apr","Tallaght Hospital","Cardiology",717
2015,"Apr","Tallaght Hospital","Chemical Pathology",140
2015,"Apr","Tallaght Hospital","Clinical Neurophysiology",767
2015,"Apr","Tallaght Hospital","Dental Surgery",3
2015,"Apr","Tallaght Hospital","Dermatology",2097
2015,"Apr","Tallaght Hospital","Developmental Paediatrics",401
2015,"Apr","Tallaght Hospital","Endocrinology",774
2015,"Apr","Tallaght Hospital","Gastro-Enterology",1464
2015,"Apr","Tallaght Hospital","General Medicine",3
2015,"Apr","Tallaght Hospital","General Surgery",1503
2015,"Apr","Tallaght Hospital","Geriatric Medicine",103
2015,"Apr","Tallaght Hospital","Gynaecology",1885
2015,"Apr","Tallaght Hospital","Haematology",443
2015,"Apr","Tallaght Hospital","Immunology",291
2015,"Apr","Tallaght Hospital","Nephrology",105
2015,"Apr","Tallaght Hospital","Neurology",1923
2015,"Apr","Tallaght Hospital","Oncology",31
2015,"Apr","Tallaght Hospital","Ophthalmology",491
2015,"Apr","Tallaght Hospital","Orthopaedics",3086
2015,"Apr","Tallaght Hospital","Other",4
2015,"Apr","Tallaght Hospital","Otolaryngology (ENT)",3410
2015,"Apr","Tallaght Hospital","Paed Cardiology",421
2015,"Apr","Tallaght Hospital","Paed Endocrinology",62
2015,"Apr","Tallaght Hospital","Paed Gastro-Enterol",448
2015,"Apr","Tallaght Hospital","Paed Orthopaedic",134
2015,"Apr","Tallaght Hospital","Paediatric Dermatology",524
2015,"Apr","Tallaght Hospital","Paediatric ENT",2511
2015,"Apr","Tallaght Hospital","Paediatric Neurology",51
2015,"Apr","Tallaght Hospital","Paediatric Respiratory Medicine",356
2015,"Apr","Tallaght Hospital","Paediatric Surgery",267
2015,"Apr","Tallaght Hospital","Paediatrics",730
2015,"Apr","Tallaght Hospital","Palliative Medicine",2
2015,"Apr","Tallaght Hospital","Psychiatry",33
2015,"Apr","Tallaght Hospital","Rehabilitation Medicine",21
2015,"Apr","Tallaght Hospital","Respiratory Medicine",456
2015,"Apr","Tallaght Hospital","Rheumatology",677
2015,"Apr","Tallaght Hospital","Urology",3186
2015,"Apr","Tallaght Hospital","Vascular Surgery",648
2015,"Apr","University Hospital Limerick","Anaesthetics",500
2015,"Apr","University Hospital Limerick","Cardiology",555
2015,"Apr","University Hospital Limerick","Dermatology",1755
2015,"Apr","University Hospital Limerick","Gastro-Enterology",184
2015,"Apr","University Hospital Limerick","General Medicine",1350
2015,"Apr","University Hospital Limerick","General Surgery",1107
2015,"Apr","University Hospital Limerick","Geriatric Medicine",181
2015,"Apr","University Hospital Limerick","Gynaecology",595
2015,"Apr","University Hospital Limerick","Haematology",83
2015,"Apr","University Hospital Limerick","Maxillo-Facial",1218
2015,"Apr","University Hospital Limerick","Nephrology",120
2015,"Apr","University Hospital Limerick","Neurology",834
2015,"Apr","University Hospital Limerick","Oncology",33
2015,"Apr","University Hospital Limerick","Ophthalmology",2495
2015,"Apr","University Hospital Limerick","Orthopaedics",212
2015,"Apr","University Hospital Limerick","Otolaryngology (ENT)",2452
2015,"Apr","University Hospital Limerick","Paediatrics",711
2015,"Apr","University Hospital Limerick","Respiratory Medicine",28
2015,"Apr","University Hospital Limerick","Rheumatology",410
2015,"Apr","University Hospital Limerick","Small Volume Specialities",3
2015,"Apr","University Hospital Limerick","Urology",1307
2015,"Apr","University Hospital Limerick","Vascular Surgery",463
2015,"Apr","University Hospital Waterford","Breast Surgery",598
2015,"Apr","University Hospital Waterford","Cardiology",277
2015,"Apr","University Hospital Waterford","Dermatology",1338
2015,"Apr","University Hospital Waterford","Endocrinology",296
2015,"Apr","University Hospital Waterford","Gastro-Enterology",485
2015,"Apr","University Hospital Waterford","Gastro-Intestinal Surgery",53
2015,"Apr","University Hospital Waterford","General Medicine",162
2015,"Apr","University Hospital Waterford","General Surgery",1508
2015,"Apr","University Hospital Waterford","Gynaecology",588
2015,"Apr","University Hospital Waterford","Haematology",23
2015,"Apr","University Hospital Waterford","Nephrology",147
2015,"Apr","University Hospital Waterford","Neurology",995
2015,"Apr","University Hospital Waterford","Obstetrics",2
2015,"Apr","University Hospital Waterford","Oncology",61
2015,"Apr","University Hospital Waterford","Ophthalmology",2374
2015,"Apr","University Hospital Waterford","Orthopaedics",7291
2015,"Apr","University Hospital Waterford","Otolaryngology (ENT)",6256
2015,"Apr","University Hospital Waterford","Paediatrics",3
2015,"Apr","University Hospital Waterford","Pain Relief",768
2015,"Apr","University Hospital Waterford","Respiratory Medicine",894
2015,"Apr","University Hospital Waterford","Rheumatology",892
2015,"Apr","University Hospital Waterford","Urology",1254
2015,"Apr","University Hospital Waterford","Vascular Surgery",891
2015,"Apr","Wexford General Hospital","General Medicine",909
2015,"Apr","Wexford General Hospital","General Surgery",531
2015,"Apr","Wexford General Hospital","Geriatric Medicine",96
2015,"Apr","Wexford General Hospital","Gynaecology",994
2015,"Apr","Wexford General Hospital","Obstetrics",1
2015,"Apr","Wexford General Hospital","Oncology",5
2015,"Apr","Wexford General Hospital","Other",2
2015,"Apr","Wexford General Hospital","Paediatrics",444
2015,"Apr","Wexford General Hospital","Small Volume Specialities",1
2015,"May","Bantry General Hospital","Dermatology",144
2015,"May","Bantry General Hospital","General Medicine",874
2015,"May","Bantry General Hospital","General Surgery",801
2015,"May","Bantry General Hospital","Orthopaedics",262
2015,"May","Bantry General Hospital","Paediatrics",19
2015,"May","Beaumont Hospital","Anaesthetics",79
2015,"May","Beaumont Hospital","Breast Surgery",137
2015,"May","Beaumont Hospital","Cardiology",1321
2015,"May","Beaumont Hospital","Clinical Immunology",552
2015,"May","Beaumont Hospital","Dermatology",2219
2015,"May","Beaumont Hospital","Endocrinology",1171
2015,"May","Beaumont Hospital","Gastro-Enterology",501
2015,"May","Beaumont Hospital","General Surgery",883
2015,"May","Beaumont Hospital","Geriatric Medicine",208
2015,"May","Beaumont Hospital","Gynaecology",807
2015,"May","Beaumont Hospital","Haematology",351
2015,"May","Beaumont Hospital","Infectious Diseases",24
2015,"May","Beaumont Hospital","Maxillo-Facial",29
2015,"May","Beaumont Hospital","Nephrology",71
2015,"May","Beaumont Hospital","Neurology",2417
2015,"May","Beaumont Hospital","Neurosurgery",2395
2015,"May","Beaumont Hospital","Oncology",20
2015,"May","Beaumont Hospital","Ophthalmology",908
2015,"May","Beaumont Hospital","Orthopaedics",1553
2015,"May","Beaumont Hospital","Otolaryngology (ENT)",2662
2015,"May","Beaumont Hospital","Pain Relief",1005
2015,"May","Beaumont Hospital","Plastic Surgery",1120
2015,"May","Beaumont Hospital","Psychiatry",54
2015,"May","Beaumont Hospital","Respiratory Medicine",1097
2015,"May","Beaumont Hospital","Rheumatology",675
2015,"May","Beaumont Hospital","Urology",1466
2015,"May","Beaumont Hospital","Vascular Surgery",551
2015,"May","Cappagh National Orthopaedic Hospital","Orthopaedics",1371
2015,"May","Cappagh National Orthopaedic Hospital","Rheumatology",51
2015,"May","Cavan General Hospital","Dermatology",792
2015,"May","Cavan General Hospital","General Medicine",1058
2015,"May","Cavan General Hospital","General Surgery",818
2015,"May","Cavan General Hospital","Gynaecology",905
2015,"May","Cavan General Hospital","Haematology",8
2015,"May","Cavan General Hospital","Neurology",419
2015,"May","Cavan General Hospital","Orthopaedics",1748
2015,"May","Cavan General Hospital","Other",14
2015,"May","Cavan General Hospital","Otolaryngology (ENT)",1572
2015,"May","Cavan General Hospital","Paediatrics",296
2015,"May","Childrens University Hospital Temple Street","Anaesthetics",1
2015,"May","Childrens University Hospital Temple Street","Cardiology",869
2015,"May","Childrens University Hospital Temple Street","Child/Adolescent Psychiatry",63
2015,"May","Childrens University Hospital Temple Street","Clinical (Medical) Genetics",29
2015,"May","Childrens University Hospital Temple Street","Dental Surgery",49
2015,"May","Childrens University Hospital Temple Street","Dermatology",1351
2015,"May","Childrens University Hospital Temple Street","Diabetes Mellitus",9
2015,"May","Childrens University Hospital Temple Street","Endocrinology",123
2015,"May","Childrens University Hospital Temple Street","General Surgery",1058
2015,"May","Childrens University Hospital Temple Street","Gynaecology",48
2015,"May","Childrens University Hospital Temple Street","Haematology",35
2015,"May","Childrens University Hospital Temple Street","Infectious Diseases",32
2015,"May","Childrens University Hospital Temple Street","Metabolic Medicine",85
2015,"May","Childrens University Hospital Temple Street","Neonatology",15
2015,"May","Childrens University Hospital Temple Street","Nephrology",146
2015,"May","Childrens University Hospital Temple Street","Neurology",423
2015,"May","Childrens University Hospital Temple Street","Neurosurgery",40
2015,"May","Childrens University Hospital Temple Street","Ophthalmology",1748
2015,"May","Childrens University Hospital Temple Street","Orthopaedics",797
2015,"May","Childrens University Hospital Temple Street","Otolaryngology (ENT)",2716
2015,"May","Childrens University Hospital Temple Street","Paediatrics",1687
2015,"May","Childrens University Hospital Temple Street","Plastic Surgery",376
2015,"May","Childrens University Hospital Temple Street","Respiratory Medicine",370
2015,"May","Childrens University Hospital Temple Street","Urology",633
2015,"May","Connolly Hospital","Anaesthetics",20
2015,"May","Connolly Hospital","Cardiology",444
2015,"May","Connolly Hospital","Dermatology",842
2015,"May","Connolly Hospital","Endocrinology",408
2015,"May","Connolly Hospital","Gastro-Enterology",1040
2015,"May","Connolly Hospital","General Surgery",1794
2015,"May","Connolly Hospital","Geriatric Medicine",32
2015,"May","Connolly Hospital","Gynaecology",410
2015,"May","Connolly Hospital","Haematology",89
2015,"May","Connolly Hospital","Nephrology",36
2015,"May","Connolly Hospital","Neurology",366
2015,"May","Connolly Hospital","Ophthalmology",201
2015,"May","Connolly Hospital","Orthopaedics",1066
2015,"May","Connolly Hospital","Other",280
2015,"May","Connolly Hospital","Otolaryngology (ENT)",674
2015,"May","Connolly Hospital","Plastic Surgery",305
2015,"May","Connolly Hospital","Respiratory Medicine",758
2015,"May","Connolly Hospital","Rheumatology",701
2015,"May","Connolly Hospital","Small Volume Specialities",1
2015,"May","Connolly Hospital","Urology",688
2015,"May","Cork University Hospital","Breast Surgery",1009
2015,"May","Cork University Hospital","Cardio-Thoracic Surgery",24
2015,"May","Cork University Hospital","Cardiology",1232
2015,"May","Cork University Hospital","Dermatology",90
2015,"May","Cork University Hospital","Diabetes Mellitus",689
2015,"May","Cork University Hospital","Endocrinology",492
2015,"May","Cork University Hospital","Gastro-Enterology",1099
2015,"May","Cork University Hospital","General Medicine",62
2015,"May","Cork University Hospital","General Surgery",1367
2015,"May","Cork University Hospital","Geriatric Medicine",71
2015,"May","Cork University Hospital","Gynaecology",4495
2015,"May","Cork University Hospital","Infectious Diseases",45
2015,"May","Cork University Hospital","Maxillo-Facial",2
2015,"May","Cork University Hospital","Nephrology",103
2015,"May","Cork University Hospital","Neurology",707
2015,"May","Cork University Hospital","Neurosurgery",2062
2015,"May","Cork University Hospital","Oncology",6
2015,"May","Cork University Hospital","Ophthalmology",5917
2015,"May","Cork University Hospital","Orthopaedics",33
2015,"May","Cork University Hospital","Otolaryngology (ENT)",51
2015,"May","Cork University Hospital","Paed Cardiology",22
2015,"May","Cork University Hospital","Paed Endocrinology",62
2015,"May","Cork University Hospital","Paediatric Neurology",255
2015,"May","Cork University Hospital","Paediatric Neurosurgery",4
2015,"May","Cork University Hospital","Paediatric Respiratory Medicine",69
2015,"May","Cork University Hospital","Paediatrics",1057
2015,"May","Cork University Hospital","Plastic Surgery",1411
2015,"May","Cork University Hospital","Rehabilitation Medicine",6
2015,"May","Cork University Hospital","Respiratory Medicine",433
2015,"May","Cork University Hospital","Rheumatology",995
2015,"May","Cork University Hospital","Urology",1377
2015,"May","Cork University Hospital","Vascular Surgery",657
2015,"May","Croom Orthopaedic Hospital","Anaesthetics",2
2015,"May","Croom Orthopaedic Hospital","Orthopaedics",3814
2015,"May","Croom Orthopaedic Hospital","Rheumatology",226
2015,"May","Ennis Hospital","Gastro-Enterology",58
2015,"May","Ennis Hospital","General Medicine",305
2015,"May","Ennis Hospital","General Surgery",567
2015,"May","Ennis Hospital","Gynaecology",251
2015,"May","Ennis Hospital","Otolaryngology (ENT)",510
2015,"May","Ennis Hospital","Paediatrics",207
2015,"May","Ennis Hospital","Plastic Surgery",133
2015,"May","Ennis Hospital","Rheumatology",173
2015,"May","Galway University Hospital","Anaesthetics",901
2015,"May","Galway University Hospital","Cardio-Thoracic Surgery",10
2015,"May","Galway University Hospital","Cardiology",1250
2015,"May","Galway University Hospital","Clinical Immunology",406
2015,"May","Galway University Hospital","Clinical Pharmacology",22
2015,"May","Galway University Hospital","Dermatology",1970
2015,"May","Galway University Hospital","Endocrinology",88
2015,"May","Galway University Hospital","Gastro-Enterology",638
2015,"May","Galway University Hospital","General Medicine",1544
2015,"May","Galway University Hospital","General Surgery",1898
2015,"May","Galway University Hospital","Geriatric Medicine",74
2015,"May","Galway University Hospital","Gynaecology",2363
2015,"May","Galway University Hospital","Haematology",223
2015,"May","Galway University Hospital","Infectious Diseases",17
2015,"May","Galway University Hospital","Nephrology",324
2015,"May","Galway University Hospital","Neurology",1605
2015,"May","Galway University Hospital","Oncology",34
2015,"May","Galway University Hospital","Ophthalmology",1499
2015,"May","Galway University Hospital","Oral Surgery",1623
2015,"May","Galway University Hospital","Orthopaedics",4669
2015,"May","Galway University Hospital","Otolaryngology (ENT)",4236
2015,"May","Galway University Hospital","Paediatrics",1341
2015,"May","Galway University Hospital","Pathology",6
2015,"May","Galway University Hospital","Plastic Surgery",2720
2015,"May","Galway University Hospital","Respiratory Medicine",708
2015,"May","Galway University Hospital","Rheumatology",1558
2015,"May","Galway University Hospital","Urology",3260
2015,"May","Galway University Hospital","Vascular Surgery",1901
2015,"May","Kerry General Hospital","Cardiology",324
2015,"May","Kerry General Hospital","Dermatology",372
2015,"May","Kerry General Hospital","Diabetes Mellitus",39
2015,"May","Kerry General Hospital","Endocrinology",23
2015,"May","Kerry General Hospital","Gastro-Enterology",35
2015,"May","Kerry General Hospital","General Medicine",397
2015,"May","Kerry General Hospital","General Surgery",1532
2015,"May","Kerry General Hospital","Geriatric Medicine",32
2015,"May","Kerry General Hospital","Gynaecology",556
2015,"May","Kerry General Hospital","Nephrology",8
2015,"May","Kerry General Hospital","Neurology",290
2015,"May","Kerry General Hospital","Orthopaedics",1935
2015,"May","Kerry General Hospital","Otolaryngology (ENT)",1227
2015,"May","Kerry General Hospital","Paediatrics",221
2015,"May","Kerry General Hospital","Plastic Surgery",140
2015,"May","Kerry General Hospital","Rheumatology",579
2015,"May","Letterkenny General Hospital","Anaesthetics",57
2015,"May","Letterkenny General Hospital","Cardiology",753
2015,"May","Letterkenny General Hospital","Dermatology",657
2015,"May","Letterkenny General Hospital","General Medicine",2570
2015,"May","Letterkenny General Hospital","General Surgery",2054
2015,"May","Letterkenny General Hospital","Geriatric Medicine",106
2015,"May","Letterkenny General Hospital","Gynaecology",1504
2015,"May","Letterkenny General Hospital","Haematology",106
2015,"May","Letterkenny General Hospital","Maxillo-Facial",551
2015,"May","Letterkenny General Hospital","Nephrology",121
2015,"May","Letterkenny General Hospital","Neurology",433
2015,"May","Letterkenny General Hospital","Oncology",40
2015,"May","Letterkenny General Hospital","Orthopaedics",2848
2015,"May","Letterkenny General Hospital","Otolaryngology (ENT)",3073
2015,"May","Letterkenny General Hospital","Paediatrics",441
2015,"May","Letterkenny General Hospital","Urology",1051
2015,"May","Louth County Hospital","Endocrinology",355
2015,"May","Louth County Hospital","General Medicine",66
2015,"May","Louth County Hospital","General Surgery",403
2015,"May","Louth County Hospital","Gynaecology",349
2015,"May","Louth County Hospital","Ophthalmology",127
2015,"May","Louth County Hospital","Orthopaedics",657
2015,"May","Louth County Hospital","Paediatrics",109
2015,"May","Louth County Hospital","Urology",80
2015,"May","Mallow General Hospital","Gastro-Enterology",1
2015,"May","Mallow General Hospital","General Medicine",1439
2015,"May","Mallow General Hospital","General Surgery",488
2015,"May","Mallow General Hospital","Geriatric Medicine",74
2015,"May","Mallow General Hospital","Otolaryngology (ENT)",671
2015,"May","Mater Misericordiae University Hospital","Cardio-Thoracic Surgery",94
2015,"May","Mater Misericordiae University Hospital","Cardiology",1228
2015,"May","Mater Misericordiae University Hospital","Clinical (Medical) Genetics",287
2015,"May","Mater Misericordiae University Hospital","Clinical Neurophysiology",4
2015,"May","Mater Misericordiae University Hospital","Dermatology",2507
2015,"May","Mater Misericordiae University Hospital","Endocrinology",476
2015,"May","Mater Misericordiae University Hospital","Gastro-Enterology",851
2015,"May","Mater Misericordiae University Hospital","General Medicine",10
2015,"May","Mater Misericordiae University Hospital","General Surgery",2114
2015,"May","Mater Misericordiae University Hospital","Geriatric Medicine",141
2015,"May","Mater Misericordiae University Hospital","Gynaecology",87
2015,"May","Mater Misericordiae University Hospital","Haematology",507
2015,"May","Mater Misericordiae University Hospital","Infectious Diseases",48
2015,"May","Mater Misericordiae University Hospital","Metabolic Medicine",59
2015,"May","Mater Misericordiae University Hospital","Nephrology",119
2015,"May","Mater Misericordiae University Hospital","Neurology",1137
2015,"May","Mater Misericordiae University Hospital","Oncology",16
2015,"May","Mater Misericordiae University Hospital","Ophthalmology",4595
2015,"May","Mater Misericordiae University Hospital","Orthopaedics",2002
2015,"May","Mater Misericordiae University Hospital","Otolaryngology (ENT)",2080
2015,"May","Mater Misericordiae University Hospital","Pain Relief",482
2015,"May","Mater Misericordiae University Hospital","Plastic Surgery",1629
2015,"May","Mater Misericordiae University Hospital","Psychiatry",24
2015,"May","Mater Misericordiae University Hospital","Radiology",7
2015,"May","Mater Misericordiae University Hospital","Respiratory Medicine",581
2015,"May","Mater Misericordiae University Hospital","Rheumatology",898
2015,"May","Mater Misericordiae University Hospital","Small Volume Specialities",3
2015,"May","Mater Misericordiae University Hospital","Urology",1198
2015,"May","Mater Misericordiae University Hospital","Vascular Surgery",382
2015,"May","Mayo General Hospital","Dermatology",554
2015,"May","Mayo General Hospital","Endocrinology",9
2015,"May","Mayo General Hospital","General Medicine",1487
2015,"May","Mayo General Hospital","General Surgery",604
2015,"May","Mayo General Hospital","Geriatric Medicine",10
2015,"May","Mayo General Hospital","Gynaecology",116
2015,"May","Mayo General Hospital","Haematology",52
2015,"May","Mayo General Hospital","Nephrology",151
2015,"May","Mayo General Hospital","Obstetrics",19
2015,"May","Mayo General Hospital","Oncology",3
2015,"May","Mayo General Hospital","Orthopaedics",679
2015,"May","Mayo General Hospital","Otolaryngology (ENT)",1612
2015,"May","Mayo General Hospital","Paediatrics",353
2015,"May","Mayo General Hospital","Urology",259
2015,"May","Mercy University Hospital","Cardiology",553
2015,"May","Mercy University Hospital","Endocrinology",36
2015,"May","Mercy University Hospital","Gastro-Enterology",826
2015,"May","Mercy University Hospital","Gastro-Intestinal Surgery",246
2015,"May","Mercy University Hospital","General Medicine",54
2015,"May","Mercy University Hospital","General Surgery",570
2015,"May","Mercy University Hospital","Geriatric Medicine",94
2015,"May","Mercy University Hospital","Haematology",47
2015,"May","Mercy University Hospital","Hepato-Biliary Surgery",34
2015,"May","Mercy University Hospital","Infectious Diseases",5
2015,"May","Mercy University Hospital","Nephrology",2
2015,"May","Mercy University Hospital","Neurology",250
2015,"May","Mercy University Hospital","Oncology",8
2015,"May","Mercy University Hospital","Ophthalmology",45
2015,"May","Mercy University Hospital","Paediatric Neurology",52
2015,"May","Mercy University Hospital","Paediatrics",148
2015,"May","Mercy University Hospital","Pain Relief",416
2015,"May","Mercy University Hospital","Respiratory Medicine",933
2015,"May","Mercy University Hospital","Urology",1307
2015,"May","Mercy University Hospital","Vascular Surgery",436
2015,"May","Midland Regional Hospital Mullingar","Dermatology",1968
2015,"May","Midland Regional Hospital Mullingar","General Medicine",1361
2015,"May","Midland Regional Hospital Mullingar","General Surgery",1343
2015,"May","Midland Regional Hospital Mullingar","Gynaecology",698
2015,"May","Midland Regional Hospital Mullingar","Haematology",95
2015,"May","Midland Regional Hospital Mullingar","Ophthalmology",108
2015,"May","Midland Regional Hospital Mullingar","Orthopaedics",295
2015,"May","Midland Regional Hospital Mullingar","Paediatrics",367
2015,"May","Midland Regional Hospital Portlaoise","Diabetes Mellitus",166
2015,"May","Midland Regional Hospital Portlaoise","Endocrinology",79
2015,"May","Midland Regional Hospital Portlaoise","General Medicine",87
2015,"May","Midland Regional Hospital Portlaoise","General Surgery",1299
2015,"May","Midland Regional Hospital Portlaoise","Gynaecology",587
2015,"May","Midland Regional Hospital Portlaoise","Haematology",117
2015,"May","Midland Regional Hospital Portlaoise","Ophthalmology",289
2015,"May","Midland Regional Hospital Portlaoise","Orthopaedics",3
2015,"May","Midland Regional Hospital Portlaoise","Paediatrics",438
2015,"May","Midland Regional Hospital Portlaoise","Pain Relief",54
2015,"May","Midland Regional Hospital Portlaoise","Urology",639
2015,"May","Midland Regional Hospital Tullamore","General Medicine",1150
2015,"May","Midland Regional Hospital Tullamore","General Surgery",589
2015,"May","Midland Regional Hospital Tullamore","Gynaecology",53
2015,"May","Midland Regional Hospital Tullamore","Haematology",246
2015,"May","Midland Regional Hospital Tullamore","Nephrology",245
2015,"May","Midland Regional Hospital Tullamore","Oncology",2
2015,"May","Midland Regional Hospital Tullamore","Ophthalmology",50
2015,"May","Midland Regional Hospital Tullamore","Orthopaedics",3505
2015,"May","Midland Regional Hospital Tullamore","Otolaryngology (ENT)",5331
2015,"May","Midland Regional Hospital Tullamore","Paediatrics",113
2015,"May","Midland Regional Hospital Tullamore","Rheumatology",887
2015,"May","Midland Regional Hospital Tullamore","Vascular Surgery",1134
2015,"May","Naas General Hospital","Anaesthetics",147
2015,"May","Naas General Hospital","Cardiology",942
2015,"May","Naas General Hospital","Dermatology",961
2015,"May","Naas General Hospital","Gastro-Enterology",6
2015,"May","Naas General Hospital","General Medicine",1147
2015,"May","Naas General Hospital","General Surgery",920
2015,"May","Naas General Hospital","Haematology",37
2015,"May","Naas General Hospital","Orthopaedics",846
2015,"May","Naas General Hospital","Rheumatology",97
2015,"May","Nenagh Hospital","Dermatology",25
2015,"May","Nenagh Hospital","General Medicine",241
2015,"May","Nenagh Hospital","General Surgery",182
2015,"May","Nenagh Hospital","Geriatric Medicine",12
2015,"May","Nenagh Hospital","Gynaecology",222
2015,"May","Nenagh Hospital","Maxillo-Facial",16
2015,"May","Nenagh Hospital","Otolaryngology (ENT)",716
2015,"May","Nenagh Hospital","Paediatrics",60
2015,"May","Nenagh Hospital","Rheumatology",232
2015,"May","Nenagh Hospital","Urology",156
2015,"May","Nenagh Hospital","Vascular Surgery",71
2015,"May","Our Lady of Lourdes Hospital Drogheda","Cardiology",893
2015,"May","Our Lady of Lourdes Hospital Drogheda","Dermatology",2695
2015,"May","Our Lady of Lourdes Hospital Drogheda","General Medicine",606
2015,"May","Our Lady of Lourdes Hospital Drogheda","General Surgery",991
2015,"May","Our Lady of Lourdes Hospital Drogheda","Gynaecology",1083
2015,"May","Our Lady of Lourdes Hospital Drogheda","Haematology",121
2015,"May","Our Lady of Lourdes Hospital Drogheda","Nephrology",14
2015,"May","Our Lady of Lourdes Hospital Drogheda","Obstetrics",2
2015,"May","Our Lady of Lourdes Hospital Drogheda","Oncology",6
2015,"May","Our Lady of Lourdes Hospital Drogheda","Ophthalmology",258
2015,"May","Our Lady of Lourdes Hospital Drogheda","Orthopaedics",196
2015,"May","Our Lady of Lourdes Hospital Drogheda","Otolaryngology (ENT)",2500
2015,"May","Our Lady of Lourdes Hospital Drogheda","Paediatrics",938
2015,"May","Our Lady of Lourdes Hospital Drogheda","Respiratory Medicine",663
2015,"May","Our Lady of Lourdes Hospital Drogheda","Tropical",13
2015,"May","Our Lady of Lourdes Hospital Drogheda","Urology",546
2015,"May","Our Lady's Children's Hospital Crumlin","Cardio-Thoracic Surgery",9
2015,"May","Our Lady's Children's Hospital Crumlin","Dental Surgery",167
2015,"May","Our Lady's Children's Hospital Crumlin","Dermatology",992
2015,"May","Our Lady's Children's Hospital Crumlin","Diabetes Mellitus",3
2015,"May","Our Lady's Children's Hospital Crumlin","General Medicine",828
2015,"May","Our Lady's Children's Hospital Crumlin","General Surgery",1321
2015,"May","Our Lady's Children's Hospital Crumlin","Immunology",80
2015,"May","Our Lady's Children's Hospital Crumlin","Infectious Diseases",41
2015,"May","Our Lady's Children's Hospital Crumlin","Neonatology",6
2015,"May","Our Lady's Children's Hospital Crumlin","Neurology",331
2015,"May","Our Lady's Children's Hospital Crumlin","Ophthalmology",954
2015,"May","Our Lady's Children's Hospital Crumlin","Orthopaedics",1456
2015,"May","Our Lady's Children's Hospital Crumlin","Otolaryngology (ENT)",667
2015,"May","Our Lady's Children's Hospital Crumlin","Paed Cardiology",2556
2015,"May","Our Lady's Children's Hospital Crumlin","Paed Endocrinology",155
2015,"May","Our Lady's Children's Hospital Crumlin","Paed Gastro-Enterol",449
2015,"May","Our Lady's Children's Hospital Crumlin","Paed Haematology",123
2015,"May","Our Lady's Children's Hospital Crumlin","Paed Nephrology",281
2015,"May","Our Lady's Children's Hospital Crumlin","Paed Oncology",5
2015,"May","Our Lady's Children's Hospital Crumlin","Paediatrics",584
2015,"May","Our Lady's Children's Hospital Crumlin","Plastic Surgery",531
2015,"May","Our Lady's Children's Hospital Crumlin","Respiratory Medicine",323
2015,"May","Our Lady's Children's Hospital Crumlin","Rheumatology",522
2015,"May","Our Lady's Children's Hospital Crumlin","Urology",310
2015,"May","Our Lady's Hospital Navan","General Medicine",1131
2015,"May","Our Lady's Hospital Navan","General Surgery",582
2015,"May","Our Lady's Hospital Navan","Gynaecology",375
2015,"May","Our Lady's Hospital Navan","Orthopaedics",1422
2015,"May","Our Lady's Hospital Navan","Paediatrics",27
2015,"May","Our Lady's Hospital Navan","Rheumatology",664
2015,"May","Portiuncula Hospital","Anaesthetics",88
2015,"May","Portiuncula Hospital","Cardiology",200
2015,"May","Portiuncula Hospital","Clinical Neurophysiology",24
2015,"May","Portiuncula Hospital","Dermatology",301
2015,"May","Portiuncula Hospital","Endocrinology",131
2015,"May","Portiuncula Hospital","General Medicine",245
2015,"May","Portiuncula Hospital","General Surgery",530
2015,"May","Portiuncula Hospital","Gynaecology",708
2015,"May","Portiuncula Hospital","Orthopaedics",158
2015,"May","Portiuncula Hospital","Paediatrics",342
2015,"May","Portiuncula Hospital","Urology",362
2015,"May","Roscommon Hospital","Endocrinology",104
