"Year","Hospital","Month","TotalPatients"
2015,"Galway University Hospital","Jan",34575
2015,"Galway University Hospital","Feb",35703
2015,"Galway University Hospital","Mar",36205
2015,"Galway University Hospital","Apr",37337
2015,"Galway University Hospital","May",36888
2015,"Galway University Hospital","Jun",37231
2015,"Galway University Hospital","Jul",36475
2015,"Galway University Hospital","Aug",36817
2015,"Galway University Hospital","Sep",35422
2015,"Galway University Hospital","Oct",34870
2015,"Galway University Hospital","Nov",31534
2015,"Galway University Hospital","Dec",29269
2015,"Kerry General Hospital","Jan",7970
2015,"Kerry General Hospital","Feb",7734
2015,"Kerry General Hospital","Mar",7811
2015,"Kerry General Hospital","Apr",7797
2015,"Kerry General Hospital","May",7710
2015,"Kerry General Hospital","Jun",7631
2015,"Kerry General Hospital","Jul",7689
2015,"Kerry General Hospital","Aug",7863
2015,"Kerry General Hospital","Sep",7808
2015,"Kerry General Hospital","Oct",7666
2015,"Kerry General Hospital","Nov",7687
2015,"Kerry General Hospital","Dec",6924
2015,"Letterkenny General Hospital","Jan",16035
2015,"Letterkenny General Hospital","Feb",15867
2015,"Letterkenny General Hospital","Mar",15988
2015,"Letterkenny General Hospital","Apr",16221
2015,"Letterkenny General Hospital","May",16365
2015,"Letterkenny General Hospital","Jun",14241
2015,"Letterkenny General Hospital","Jul",14654
2015,"Letterkenny General Hospital","Aug",14880
2015,"Letterkenny General Hospital","Sep",14877
2015,"Letterkenny General Hospital","Oct",14696
2015,"Letterkenny General Hospital","Nov",13950
2015,"Letterkenny General Hospital","Dec",13064
2015,"Louth County Hospital","Jan",2054
2015,"Louth County Hospital","Feb",1875
2015,"Louth County Hospital","Mar",1976
2015,"Louth County Hospital","Apr",2062
2015,"Louth County Hospital","May",2146
2015,"Louth County Hospital","Jun",2294
2015,"Louth County Hospital","Jul",2350
2015,"Louth County Hospital","Aug",2428
2015,"Louth County Hospital","Sep",2477
2015,"Louth County Hospital","Oct",2281
2015,"Louth County Hospital","Nov",2271
2015,"Louth County Hospital","Dec",2153
2015,"Mallow General Hospital","Jan",2505
2015,"Mallow General Hospital","Feb",2516
2015,"Mallow General Hospital","Mar",2597
2015,"Mallow General Hospital","Apr",2703
2015,"Mallow General Hospital","May",2673
2015,"Mallow General Hospital","Jun",2494
2015,"Mallow General Hospital","Jul",2579
2015,"Mallow General Hospital","Aug",2639
2015,"Mallow General Hospital","Sep",2682
2015,"Mallow General Hospital","Oct",2744
2015,"Mallow General Hospital","Nov",2556
2015,"Mallow General Hospital","Dec",2472
2015,"Mater Misericordiae University Hospital","Jan",21992
2015,"Mater Misericordiae University Hospital","Feb",22334
2015,"Mater Misericordiae University Hospital","Mar",22621
2015,"Mater Misericordiae University Hospital","Apr",23197
2015,"Mater Misericordiae University Hospital","May",23566
2015,"Mater Misericordiae University Hospital","Jun",22359
2015,"Mater Misericordiae University Hospital","Jul",23025
2015,"Mater Misericordiae University Hospital","Aug",23377
2015,"Mater Misericordiae University Hospital","Sep",23820
2015,"Mater Misericordiae University Hospital","Oct",24444
2015,"Mater Misericordiae University Hospital","Nov",23920
2015,"Mater Misericordiae University Hospital","Dec",22462
2015,"Mayo General Hospital","Jan",5706
2015,"Mayo General Hospital","Feb",5736
2015,"Mayo General Hospital","Mar",5985
2015,"Mayo General Hospital","Apr",6150
2015,"Mayo General Hospital","May",5908
2015,"Mayo General Hospital","Jun",5948
2015,"Mayo General Hospital","Jul",5858
2015,"Mayo General Hospital","Aug",5436
2015,"Mayo General Hospital","Sep",5659
2015,"Mayo General Hospital","Oct",5842
2015,"Mayo General Hospital","Nov",5369
2015,"Mayo General Hospital","Dec",5281
2015,"Mercy University Hospital","Jan",5605
2015,"Mercy University Hospital","Feb",5451
2015,"Mercy University Hospital","Mar",5547
2015,"Mercy University Hospital","Apr",5751
2015,"Mercy University Hospital","May",6062
2015,"Mercy University Hospital","Jun",6059
2015,"Mercy University Hospital","Jul",5890
2015,"Mercy University Hospital","Aug",6156
2015,"Mercy University Hospital","Sep",6114
2015,"Mercy University Hospital","Oct",5520
2015,"Mercy University Hospital","Nov",5163
2015,"Mercy University Hospital","Dec",5145
2015,"Midland Regional Hospital Mullingar","Jan",6701
2015,"Midland Regional Hospital Mullingar","Feb",6746
2015,"Midland Regional Hospital Mullingar","Mar",5458
2015,"Midland Regional Hospital Mullingar","Apr",5802
2015,"Midland Regional Hospital Mullingar","May",6235
2015,"Midland Regional Hospital Mullingar","Jun",5714
2015,"Midland Regional Hospital Mullingar","Jul",5874
2015,"Midland Regional Hospital Mullingar","Aug",6095
2015,"Midland Regional Hospital Mullingar","Sep",6486
2015,"Midland Regional Hospital Mullingar","Oct",6626
2015,"Midland Regional Hospital Mullingar","Nov",6473
2015,"Midland Regional Hospital Mullingar","Dec",6104
2015,"Midland Regional Hospital Portlaoise","Jan",3276
2015,"Midland Regional Hospital Portlaoise","Feb",3406
2015,"Midland Regional Hospital Portlaoise","Mar",3688
2015,"Midland Regional Hospital Portlaoise","Apr",3703
2015,"Midland Regional Hospital Portlaoise","May",3758
2015,"Midland Regional Hospital Portlaoise","Jun",3996
2015,"Midland Regional Hospital Portlaoise","Jul",3857
2015,"Midland Regional Hospital Portlaoise","Aug",3968
2015,"Midland Regional Hospital Portlaoise","Sep",3690
2015,"Midland Regional Hospital Portlaoise","Oct",3357
2015,"Midland Regional Hospital Portlaoise","Nov",3438
2015,"Midland Regional Hospital Portlaoise","Dec",3285
2015,"Midland Regional Hospital Tullamore","Jan",12230
2015,"Midland Regional Hospital Tullamore","Feb",12303
2015,"Midland Regional Hospital Tullamore","Mar",12605
2015,"Midland Regional Hospital Tullamore","Apr",12982
2015,"Midland Regional Hospital Tullamore","May",13305
2015,"Midland Regional Hospital Tullamore","Jun",12919
2015,"Midland Regional Hospital Tullamore","Jul",12948
2015,"Midland Regional Hospital Tullamore","Aug",13049
2015,"Midland Regional Hospital Tullamore","Sep",13145
2015,"Midland Regional Hospital Tullamore","Oct",13206
2015,"Midland Regional Hospital Tullamore","Nov",13320
2015,"Midland Regional Hospital Tullamore","Dec",13024
2015,"Naas General Hospital","Jan",4897
2015,"Naas General Hospital","Feb",5034
2015,"Naas General Hospital","Mar",5118
2015,"Naas General Hospital","Apr",5135
2015,"Naas General Hospital","May",5103
2015,"Naas General Hospital","Jun",5461
2015,"Naas General Hospital","Jul",5410
2015,"Naas General Hospital","Aug",5549
2015,"Naas General Hospital","Sep",5425
2015,"Naas General Hospital","Oct",5424
2015,"Naas General Hospital","Nov",5313
2015,"Naas General Hospital","Dec",5094
2015,"Nenagh Hospital","Jan",1792
2015,"Nenagh Hospital","Feb",1782
2015,"Nenagh Hospital","Mar",1776
2015,"Nenagh Hospital","Apr",1876
2015,"Nenagh Hospital","May",1933
2015,"Nenagh Hospital","Jun",1979
2015,"Nenagh Hospital","Jul",1940
2015,"Nenagh Hospital","Aug",1927
2015,"Nenagh Hospital","Sep",1819
2015,"Nenagh Hospital","Oct",1875
2015,"Nenagh Hospital","Nov",1990
2015,"Nenagh Hospital","Dec",1720
2015,"Our Lady of Lourdes Hospital Drogheda","Jan",11176
2015,"Our Lady of Lourdes Hospital Drogheda","Feb",11256
2015,"Our Lady of Lourdes Hospital Drogheda","Mar",11318
2015,"Our Lady of Lourdes Hospital Drogheda","Apr",11386
2015,"Our Lady of Lourdes Hospital Drogheda","May",11525
2015,"Our Lady of Lourdes Hospital Drogheda","Jun",11699
2015,"Our Lady of Lourdes Hospital Drogheda","Jul",11855
2015,"Our Lady of Lourdes Hospital Drogheda","Aug",11675
2015,"Our Lady of Lourdes Hospital Drogheda","Sep",11373
2015,"Our Lady of Lourdes Hospital Drogheda","Oct",11191
2015,"Our Lady of Lourdes Hospital Drogheda","Nov",10942
2015,"Our Lady of Lourdes Hospital Drogheda","Dec",10828
2015,"Our Lady's Children's Hospital Crumlin","Jan",12172
2015,"Our Lady's Children's Hospital Crumlin","Feb",12286
2015,"Our Lady's Children's Hospital Crumlin","Mar",12342
2015,"Our Lady's Children's Hospital Crumlin","Apr",12531
2015,"Our Lady's Children's Hospital Crumlin","May",12694
2015,"Our Lady's Children's Hospital Crumlin","Jun",12497
2015,"Our Lady's Children's Hospital Crumlin","Jul",12702
2015,"Our Lady's Children's Hospital Crumlin","Aug",12627
2015,"Our Lady's Children's Hospital Crumlin","Sep",12516
2015,"Our Lady's Children's Hospital Crumlin","Oct",12502
2015,"Our Lady's Children's Hospital Crumlin","Nov",12270
2015,"Our Lady's Children's Hospital Crumlin","Dec",11909
2015,"Our Lady's Hospital Navan","Jan",3954
2015,"Our Lady's Hospital Navan","Feb",4017
2015,"Our Lady's Hospital Navan","Mar",4063
2015,"Our Lady's Hospital Navan","Apr",4160
2015,"Our Lady's Hospital Navan","May",4201
2015,"Our Lady's Hospital Navan","Jun",4208
2015,"Our Lady's Hospital Navan","Jul",4354
2015,"Our Lady's Hospital Navan","Aug",4441
2015,"Our Lady's Hospital Navan","Sep",4460
2015,"Our Lady's Hospital Navan","Oct",4251
2015,"Our Lady's Hospital Navan","Nov",4292
2015,"Our Lady's Hospital Navan","Dec",4186
2015,"Portiuncula Hospital","Jan",3139
2015,"Portiuncula Hospital","Feb",3165
2015,"Portiuncula Hospital","Mar",3265
2015,"Portiuncula Hospital","Apr",3227
2015,"Portiuncula Hospital","May",3089
2015,"Portiuncula Hospital","Jun",3007
2015,"Portiuncula Hospital","Jul",2997
2015,"Portiuncula Hospital","Aug",3016
2015,"Portiuncula Hospital","Sep",3191
2015,"Portiuncula Hospital","Oct",3188
2015,"Portiuncula Hospital","Nov",3098
2015,"Portiuncula Hospital","Dec",3157
2015,"Roscommon Hospital","Jan",2087
2015,"Roscommon Hospital","Feb",2140
2015,"Roscommon Hospital","Mar",2309
2015,"Roscommon Hospital","Apr",2170
2015,"Roscommon Hospital","May",2175
2015,"Roscommon Hospital","Jun",2306
2015,"Roscommon Hospital","Jul",2164
2015,"Roscommon Hospital","Aug",2198
2015,"Roscommon Hospital","Sep",2215
2015,"Roscommon Hospital","Oct",2383
2015,"Roscommon Hospital","Nov",2201
2015,"Roscommon Hospital","Dec",2123
2015,"Rotunda Hospital","Aug",2070
2015,"Rotunda Hospital","Sep",2089
2015,"Rotunda Hospital","Oct",1741
2015,"Rotunda Hospital","Nov",1679
2015,"Rotunda Hospital","Dec",1663
2015,"Royal Victoria Eye and Ear Hospital","Jan",8848
2015,"Royal Victoria Eye and Ear Hospital","Feb",8983
2015,"Royal Victoria Eye and Ear Hospital","Mar",9289
2015,"Royal Victoria Eye and Ear Hospital","Apr",9582
2015,"Royal Victoria Eye and Ear Hospital","May",9692
2015,"Royal Victoria Eye and Ear Hospital","Jun",9422
2015,"Royal Victoria Eye and Ear Hospital","Jul",8495
2015,"Royal Victoria Eye and Ear Hospital","Aug",7619
2015,"Royal Victoria Eye and Ear Hospital","Sep",7599
2015,"Royal Victoria Eye and Ear Hospital","Oct",7301
2015,"Royal Victoria Eye and Ear Hospital","Nov",7284
2015,"Royal Victoria Eye and Ear Hospital","Dec",7165
2015,"Sligo Regional Hospital","Jan",11949
2015,"Sligo Regional Hospital","Feb",12473
2015,"Sligo Regional Hospital","Mar",12467
2015,"Sligo Regional Hospital","Apr",12704
2015,"Sligo Regional Hospital","May",12616
2015,"Sligo Regional Hospital","Jun",12157
2015,"Sligo Regional Hospital","Jul",12136
2015,"Sligo Regional Hospital","Aug",12211
2015,"Sligo Regional Hospital","Sep",12182
2015,"Sligo Regional Hospital","Oct",11370
2015,"Sligo Regional Hospital","Nov",10764
2015,"Sligo Regional Hospital","Dec",10524
2015,"South Infirmary Victoria University Hospital","Jan",19736
2015,"South Infirmary Victoria University Hospital","Feb",20099
2015,"South Infirmary Victoria University Hospital","Mar",20216
2015,"South Infirmary Victoria University Hospital","Apr",20761
2015,"South Infirmary Victoria University Hospital","May",21344
2015,"South Infirmary Victoria University Hospital","Jun",19068
2015,"South Infirmary Victoria University Hospital","Jul",19454
2015,"South Infirmary Victoria University Hospital","Aug",19825
2015,"South Infirmary Victoria University Hospital","Sep",20183
2015,"South Infirmary Victoria University Hospital","Oct",19956
2015,"South Infirmary Victoria University Hospital","Nov",17308
2015,"South Infirmary Victoria University Hospital","Dec",17760
2015,"South Tipperary General Hospital","Jan",2928
2015,"South Tipperary General Hospital","Feb",3074
2015,"South Tipperary General Hospital","Mar",3220
2015,"South Tipperary General Hospital","Apr",3316
2015,"South Tipperary General Hospital","May",3338
2015,"South Tipperary General Hospital","Jun",3518
2015,"South Tipperary General Hospital","Jul",3721
2015,"South Tipperary General Hospital","Aug",3599
2015,"South Tipperary General Hospital","Sep",3675
2015,"South Tipperary General Hospital","Oct",3835
2015,"South Tipperary General Hospital","Nov",3619
2015,"South Tipperary General Hospital","Dec",3608
2015,"St. Columcille's Hospital","Jan",2247
2015,"St. Columcille's Hospital","Feb",2348
2015,"St. Columcille's Hospital","Mar",2246
2015,"St. Columcille's Hospital","Apr",2283
2015,"St. Columcille's Hospital","May",2383
2015,"St. Columcille's Hospital","Jun",2456
2015,"St. Columcille's Hospital","Jul",2375
2015,"St. Columcille's Hospital","Aug",2463
2015,"St. Columcille's Hospital","Sep",2512
2015,"St. Columcille's Hospital","Oct",2565
2015,"St. Columcille's Hospital","Nov",2564
2015,"St. Columcille's Hospital","Dec",2693
2015,"St. James's Hospital","Jan",11295
2015,"St. James's Hospital","Feb",11287
2015,"St. James's Hospital","Mar",11587
2015,"St. James's Hospital","Apr",12008
2015,"St. James's Hospital","May",12404
2015,"St. James's Hospital","Jun",12804
2015,"St. James's Hospital","Jul",13433
2015,"St. James's Hospital","Aug",13590
2015,"St. James's Hospital","Sep",13607
2015,"St. James's Hospital","Oct",13842
2015,"St. James's Hospital","Nov",13698
2015,"St. James's Hospital","Dec",13567
2015,"St. John's Hospital Limerick","Jan",1211
2015,"St. John's Hospital Limerick","Feb",1192
2015,"St. John's Hospital Limerick","Mar",1210
2015,"St. John's Hospital Limerick","Apr",1162
2015,"St. John's Hospital Limerick","May",1152
2015,"St. John's Hospital Limerick","Jun",1173
2015,"St. John's Hospital Limerick","Jul",1263
2015,"St. John's Hospital Limerick","Aug",1212
2015,"St. John's Hospital Limerick","Sep",1211
2015,"St. John's Hospital Limerick","Oct",1161
2015,"St. John's Hospital Limerick","Nov",1198
2015,"St. John's Hospital Limerick","Dec",1214
2015,"St. Luke's General Hospital Kilkenny","Jan",2674
2015,"St. Luke's General Hospital Kilkenny","Feb",2467
2015,"St. Luke's General Hospital Kilkenny","Mar",2386
2015,"St. Luke's General Hospital Kilkenny","Apr",2457
2015,"St. Luke's General Hospital Kilkenny","May",2538
2015,"St. Luke's General Hospital Kilkenny","Jun",2586
2015,"St. Luke's General Hospital Kilkenny","Jul",2517
2015,"St. Luke's General Hospital Kilkenny","Aug",2771
2015,"St. Luke's General Hospital Kilkenny","Sep",2626
2015,"St. Luke's General Hospital Kilkenny","Oct",2740
2015,"St. Luke's General Hospital Kilkenny","Nov",2813
2015,"St. Luke's General Hospital Kilkenny","Dec",2526
2015,"St. Michael's Hospital Dun Laoghaire","Jan",2251
2015,"St. Michael's Hospital Dun Laoghaire","Feb",2241
2015,"St. Michael's Hospital Dun Laoghaire","Mar",2160
2015,"St. Michael's Hospital Dun Laoghaire","Apr",2117
2015,"St. Michael's Hospital Dun Laoghaire","May",2104
2015,"St. Michael's Hospital Dun Laoghaire","Jun",2195
2015,"St. Michael's Hospital Dun Laoghaire","Jul",2249
2015,"St. Michael's Hospital Dun Laoghaire","Aug",2208
2015,"St. Michael's Hospital Dun Laoghaire","Sep",2189
2015,"St. Michael's Hospital Dun Laoghaire","Oct",2228
2015,"St. Michael's Hospital Dun Laoghaire","Nov",2222
2015,"St. Michael's Hospital Dun Laoghaire","Dec",2214
2015,"St. Vincent's University Hospital","Jan",13711
2015,"St. Vincent's University Hospital","Feb",14002
2015,"St. Vincent's University Hospital","Mar",14071
2015,"St. Vincent's University Hospital","Apr",14377
2015,"St. Vincent's University Hospital","May",14443
2015,"St. Vincent's University Hospital","Jun",14749
2015,"St. Vincent's University Hospital","Jul",15036
2015,"St. Vincent's University Hospital","Aug",15351
2015,"St. Vincent's University Hospital","Sep",14901
2015,"St. Vincent's University Hospital","Oct",15089
2015,"St. Vincent's University Hospital","Nov",15306
2015,"St. Vincent's University Hospital","Dec",15564
2015,"Tallaght Children's Hospital","Jul",5862
2015,"Tallaght Children's Hospital","Aug",5876
2015,"Tallaght Children's Hospital","Sep",5591
2015,"Tallaght Children's Hospital","Oct",5248
2015,"Tallaght Children's Hospital","Nov",5100
2015,"Tallaght Children's Hospital","Dec",5266
2015,"Tallaght Hospital","Jan",29558
2015,"Tallaght Hospital","Feb",29960
2015,"Tallaght Hospital","Mar",30614
2015,"Tallaght Hospital","Apr",30713
2015,"Tallaght Hospital","May",30562
2015,"Tallaght Hospital","Jun",30869
2015,"Tallaght Hospital","Jul",21139
2015,"Tallaght Hospital","Aug",21510
2015,"Tallaght Hospital","Sep",21209
2015,"Tallaght Hospital","Oct",19487
2015,"Tallaght Hospital","Nov",18865
2015,"Tallaght Hospital","Dec",18910
2015,"University Hospital Limerick","Jan",15762
2015,"University Hospital Limerick","Feb",15657
2015,"University Hospital Limerick","Mar",15804
2015,"University Hospital Limerick","Apr",16596
2015,"University Hospital Limerick","May",16885
2015,"University Hospital Limerick","Jun",17292
2015,"University Hospital Limerick","Jul",17487
2015,"University Hospital Limerick","Aug",17487
2015,"University Hospital Limerick","Sep",18211
2015,"University Hospital Limerick","Oct",18138
2015,"University Hospital Limerick","Nov",18703
2015,"University Hospital Limerick","Dec",18030
2015,"University Hospital Waterford","Jan",26580
2015,"University Hospital Waterford","Feb",26261
2015,"University Hospital Waterford","Mar",27222
2015,"University Hospital Waterford","Apr",27156
2015,"University Hospital Waterford","May",26553
2015,"University Hospital Waterford","Jun",20224
2015,"University Hospital Waterford","Jul",20608
2015,"University Hospital Waterford","Aug",20428
2015,"University Hospital Waterford","Sep",19581
2015,"University Hospital Waterford","Oct",20296
2015,"University Hospital Waterford","Nov",19690
2015,"University Hospital Waterford","Dec",18664
2015,"Wexford General Hospital","Jan",2616
2015,"Wexford General Hospital","Feb",2704
2015,"Wexford General Hospital","Mar",2865
2015,"Wexford General Hospital","Apr",2983
2015,"Wexford General Hospital","May",2992
2015,"Wexford General Hospital","Jun",3057
2015,"Wexford General Hospital","Jul",2923
2015,"Wexford General Hospital","Aug",2967
2015,"Wexford General Hospital","Sep",2992
2015,"Wexford General Hospital","Oct",3064
2015,"Wexford General Hospital","Nov",3174
2015,"Wexford General Hospital","Dec",3104
2016,"Bantry General Hospital","Jan",1503
2016,"Bantry General Hospital","Feb",1579
2016,"Bantry General Hospital","Mar",1599
2016,"Bantry General Hospital","Apr",1637
2016,"Bantry General Hospital","May",1574
2016,"Bantry General Hospital","Jun",1578
2016,"Bantry General Hospital","Jul",1388
2016,"Bantry General Hospital","Aug",1346
2016,"Bantry General Hospital","Sep",1347
2016,"Bantry General Hospital","Oct",1429
2016,"Bantry General Hospital","Nov",1379
2016,"Bantry General Hospital","Dec",1277
2016,"Beaumont Hospital","Jan",24933
2016,"Beaumont Hospital","Feb",25568
2016,"Beaumont Hospital","Mar",26255
2016,"Beaumont Hospital","Apr",26715
2016,"Beaumont Hospital","May",26736
2016,"Beaumont Hospital","Jun",26640
2016,"Beaumont Hospital","Jul",26663
2016,"Beaumont Hospital","Aug",26977
2016,"Beaumont Hospital","Sep",27284
2016,"Beaumont Hospital","Oct",27590
2016,"Beaumont Hospital","Nov",27584
2016,"Beaumont Hospital","Dec",24410
2016,"Cappagh National Orthopaedic Hospital","Jan",1479
2016,"Cappagh National Orthopaedic Hospital","Feb",1390
2016,"Cappagh National Orthopaedic Hospital","Mar",1315
2016,"Cappagh National Orthopaedic Hospital","Apr",1251
2016,"Cappagh National Orthopaedic Hospital","May",1272
2016,"Cappagh National Orthopaedic Hospital","Jun",1314
2016,"Cappagh National Orthopaedic Hospital","Jul",1378
2016,"Cappagh National Orthopaedic Hospital","Aug",1459
2016,"Cappagh National Orthopaedic Hospital","Sep",1473
2016,"Cappagh National Orthopaedic Hospital","Oct",1553
2016,"Cappagh National Orthopaedic Hospital","Nov",1515
2016,"Cappagh National Orthopaedic Hospital","Dec",1476
2016,"Cavan General Hospital","Jan",7340
2016,"Cavan General Hospital","Feb",7297
2016,"Cavan General Hospital","Mar",7737
2016,"Cavan General Hospital","Apr",7991
2016,"Cavan General Hospital","May",7901
2016,"Cavan General Hospital","Jun",8016
2016,"Cavan General Hospital","Jul",8168
2016,"Cavan General Hospital","Aug",8277
2016,"Cavan General Hospital","Sep",8131
2016,"Cavan General Hospital","Oct",8186
2016,"Cavan General Hospital","Nov",8323
2016,"Cavan General Hospital","Dec",8452
2016,"Childrens University Hospital Temple Street","Jan",10683
2016,"Childrens University Hospital Temple Street","Feb",11036
2016,"Childrens University Hospital Temple Street","Mar",11329
2016,"Childrens University Hospital Temple Street","Apr",11757
2016,"Childrens University Hospital Temple Street","May",12856
2016,"Childrens University Hospital Temple Street","Jun",13203
2016,"Childrens University Hospital Temple Street","Jul",13639
2016,"Childrens University Hospital Temple Street","Aug",13844
2016,"Childrens University Hospital Temple Street","Sep",13955
2016,"Childrens University Hospital Temple Street","Oct",14182
2016,"Childrens University Hospital Temple Street","Nov",14552
2016,"Childrens University Hospital Temple Street","Dec",14903
2016,"Connolly Hospital","Jan",10750
2016,"Connolly Hospital","Feb",10870
2016,"Connolly Hospital","Mar",11085
2016,"Connolly Hospital","Apr",11363
2016,"Connolly Hospital","May",11695
2016,"Connolly Hospital","Jun",11759
2016,"Connolly Hospital","Jul",11861
2016,"Connolly Hospital","Aug",11724
2016,"Connolly Hospital","Sep",11767
2016,"Connolly Hospital","Oct",10812
2016,"Connolly Hospital","Nov",10644
2016,"Connolly Hospital","Dec",10608
2016,"Cork University Hospital","Jan",23693
2016,"Cork University Hospital","Feb",24060
2016,"Cork University Hospital","Mar",24179
2016,"Cork University Hospital","Apr",24356
2016,"Cork University Hospital","May",24763
2016,"Cork University Hospital","Jun",25250
2016,"Cork University Hospital","Jul",25488
2016,"Cork University Hospital","Aug",25845
2016,"Cork University Hospital","Sep",26320
2016,"Cork University Hospital","Oct",26421
2016,"Cork University Hospital","Nov",26613
2016,"Cork University Hospital","Dec",27116
2016,"Croom Orthopaedic Hospital","Jan",3947
2016,"Croom Orthopaedic Hospital","Feb",4141
2016,"Croom Orthopaedic Hospital","Mar",4247
2016,"Croom Orthopaedic Hospital","Apr",4577
2016,"Croom Orthopaedic Hospital","May",4777
2016,"Croom Orthopaedic Hospital","Jun",4982
2016,"Croom Orthopaedic Hospital","Jul",5052
2016,"Croom Orthopaedic Hospital","Aug",5079
2016,"Croom Orthopaedic Hospital","Sep",5190
2016,"Croom Orthopaedic Hospital","Oct",5380
2016,"Croom Orthopaedic Hospital","Nov",5504
2016,"Croom Orthopaedic Hospital","Dec",5657
2016,"Ennis Hospital","Jan",2024
2016,"Ennis Hospital","Feb",1954
2016,"Ennis Hospital","Mar",1986
2016,"Ennis Hospital","Apr",1681
2016,"Ennis Hospital","May",1816
2016,"Ennis Hospital","Jun",1895
2016,"Ennis Hospital","Jul",1954
2016,"Ennis Hospital","Aug",2012
2016,"Ennis Hospital","Sep",2009
2016,"Ennis Hospital","Oct",2032
2016,"Ennis Hospital","Nov",1902
2016,"Ennis Hospital","Dec",1801
2016,"Galway University Hospital","Jan",29691
2016,"Galway University Hospital","Feb",30025
2016,"Galway University Hospital","Mar",30454
2016,"Galway University Hospital","Apr",31208
2016,"Galway University Hospital","May",31417
2016,"Galway University Hospital","Jun",31494
2016,"Galway University Hospital","Jul",32354
2016,"Galway University Hospital","Aug",32927
2016,"Galway University Hospital","Sep",33211
2016,"Galway University Hospital","Oct",33548
2016,"Galway University Hospital","Nov",34293
2016,"Galway University Hospital","Dec",34807
2016,"Kerry General Hospital","Jan",6984
2016,"Kerry General Hospital","Feb",7198
2016,"Kerry General Hospital","Mar",7276
2016,"Kerry General Hospital","Apr",7512
2016,"Kerry General Hospital","May",7754
2016,"Kerry General Hospital","Jun",8038
2016,"Kerry General Hospital","Jul",8093
2016,"Kerry General Hospital","Aug",8375
2016,"Kerry General Hospital","Sep",8430
2016,"Kerry General Hospital","Oct",8313
2016,"Kerry General Hospital","Nov",8209
2016,"Kerry General Hospital","Dec",8322
2016,"Letterkenny General Hospital","Jan",13361
2016,"Letterkenny General Hospital","Feb",13416
2016,"Letterkenny General Hospital","Mar",13484
2016,"Letterkenny General Hospital","Apr",13377
2016,"Letterkenny General Hospital","May",13369
2016,"Letterkenny General Hospital","Jun",13196
2016,"Letterkenny General Hospital","Jul",13195
2016,"Letterkenny General Hospital","Aug",12880
2016,"Letterkenny General Hospital","Sep",12829
2016,"Letterkenny General Hospital","Oct",12695
2016,"Letterkenny General Hospital","Nov",12408
2016,"Letterkenny General Hospital","Dec",12548
2016,"Louth County Hospital","Jan",2290
2016,"Louth County Hospital","Feb",2475
2016,"Louth County Hospital","Mar",2631
2016,"Louth County Hospital","Apr",2730
2016,"Louth County Hospital","May",2732
2016,"Louth County Hospital","Jun",2787
2016,"Louth County Hospital","Jul",2933
2016,"Louth County Hospital","Aug",2792
2016,"Louth County Hospital","Sep",2656
2016,"Louth County Hospital","Oct",2719
2016,"Louth County Hospital","Nov",2633
2016,"Louth County Hospital","Dec",2728
2016,"Mallow General Hospital","Jan",2476
2016,"Mallow General Hospital","Feb",2445
2016,"Mallow General Hospital","Mar",2396
2016,"Mallow General Hospital","Apr",2420
2016,"Mallow General Hospital","May",2467
2016,"Mallow General Hospital","Jun",2361
2016,"Mallow General Hospital","Jul",2351
2016,"Mallow General Hospital","Aug",2392
2016,"Mallow General Hospital","Sep",2415
2016,"Mallow General Hospital","Oct",2409
2016,"Mallow General Hospital","Nov",2415
2016,"Mallow General Hospital","Dec",2426
2016,"Mater Misericordiae University Hospital","Jan",23710
2016,"Mater Misericordiae University Hospital","Feb",23799
2016,"Mater Misericordiae University Hospital","Mar",24597
2016,"Mater Misericordiae University Hospital","Apr",25086
2016,"Mater Misericordiae University Hospital","May",25519
2016,"Mater Misericordiae University Hospital","Jun",24641
2016,"Mater Misericordiae University Hospital","Jul",25504
2016,"Mater Misericordiae University Hospital","Aug",27058
2016,"Mater Misericordiae University Hospital","Sep",27183
2016,"Mater Misericordiae University Hospital","Oct",26978
2016,"Mater Misericordiae University Hospital","Nov",27124
2016,"Mater Misericordiae University Hospital","Dec",26077
2016,"Mayo General Hospital","Jan",5399
2016,"Mayo General Hospital","Feb",5577
2016,"Mayo General Hospital","Mar",5639
2016,"Mayo General Hospital","Apr",6010
2016,"Mayo General Hospital","May",6295
2016,"Mayo General Hospital","Jun",6318
2016,"Mayo General Hospital","Jul",6460
2016,"Mayo General Hospital","Aug",6434
2016,"Mayo General Hospital","Sep",6578
2016,"Mayo General Hospital","Oct",6738
2016,"Mayo General Hospital","Nov",6800
2016,"Mayo General Hospital","Dec",6921
2016,"Mercy University Hospital","Jan",5350
2016,"Mercy University Hospital","Feb",5394
2016,"Mercy University Hospital","Mar",5536
2016,"Mercy University Hospital","Apr",5772
2016,"Mercy University Hospital","May",5581
2016,"Mercy University Hospital","Jun",5344
2016,"Mercy University Hospital","Jul",5482
2016,"Mercy University Hospital","Aug",5417
2016,"Mercy University Hospital","Sep",5251
2016,"Mercy University Hospital","Oct",5189
2016,"Mercy University Hospital","Nov",5058
2016,"Mercy University Hospital","Dec",5130
2016,"Midland Regional Hospital Mullingar","Jan",6530
2016,"Midland Regional Hospital Mullingar","Feb",6433
2016,"Midland Regional Hospital Mullingar","Mar",5589
2016,"Midland Regional Hospital Mullingar","Apr",5835
2016,"Midland Regional Hospital Mullingar","May",5999
