"Year","Month","Hospital","Time.Bands","TotalPatients"
2015,"Feb","Cork University Hospital","18+ Months",2167
2015,"Feb","Croom Orthopaedic Hospital"," 0-3 Months",1111
2015,"Feb","Croom Orthopaedic Hospital"," 3-6 Months",918
2015,"Feb","Croom Orthopaedic Hospital"," 6-9 Months",635
2015,"Feb","Croom Orthopaedic Hospital"," 9-12 Months",593
2015,"Feb","Croom Orthopaedic Hospital","12-15 Months",256
2015,"Feb","Croom Orthopaedic Hospital","15-18 Months",112
2015,"Feb","Croom Orthopaedic Hospital","18+ Months",110
2015,"Feb","Ennis Hospital"," 0-3 Months",747
2015,"Feb","Ennis Hospital"," 3-6 Months",597
2015,"Feb","Ennis Hospital"," 6-9 Months",457
2015,"Feb","Ennis Hospital"," 9-12 Months",468
2015,"Feb","Ennis Hospital","12-15 Months",177
2015,"Feb","Ennis Hospital","15-18 Months",54
2015,"Feb","Ennis Hospital","18+ Months",55
2015,"Feb","Galway University Hospital"," 0-3 Months",12131
2015,"Feb","Galway University Hospital"," 3-6 Months",6671
2015,"Feb","Galway University Hospital"," 6-9 Months",4772
2015,"Feb","Galway University Hospital"," 9-12 Months",3799
2015,"Feb","Galway University Hospital","12-15 Months",2954
2015,"Feb","Galway University Hospital","15-18 Months",1701
2015,"Feb","Galway University Hospital","18+ Months",3675
2015,"Feb","Kerry General Hospital"," 0-3 Months",2431
2015,"Feb","Kerry General Hospital"," 3-6 Months",1946
2015,"Feb","Kerry General Hospital"," 6-9 Months",1443
2015,"Feb","Kerry General Hospital"," 9-12 Months",930
2015,"Feb","Kerry General Hospital","12-15 Months",463
2015,"Feb","Kerry General Hospital","15-18 Months",333
2015,"Feb","Kerry General Hospital","18+ Months",188
2015,"Feb","Letterkenny General Hospital"," 0-3 Months",3656
2015,"Feb","Letterkenny General Hospital"," 3-6 Months",2739
2015,"Feb","Letterkenny General Hospital"," 6-9 Months",2439
2015,"Feb","Letterkenny General Hospital"," 9-12 Months",2086
2015,"Feb","Letterkenny General Hospital","12-15 Months",1602
2015,"Feb","Letterkenny General Hospital","15-18 Months",1142
2015,"Feb","Letterkenny General Hospital","18+ Months",2203
2015,"Feb","Louth County Hospital"," 0-3 Months",942
2015,"Feb","Louth County Hospital"," 3-6 Months",475
2015,"Feb","Louth County Hospital"," 6-9 Months",300
2015,"Feb","Louth County Hospital"," 9-12 Months",137
2015,"Feb","Louth County Hospital","12-15 Months",13
2015,"Feb","Louth County Hospital","15-18 Months",6
2015,"Feb","Louth County Hospital","18+ Months",2
2015,"Feb","Mallow General Hospital"," 0-3 Months",943
2015,"Feb","Mallow General Hospital"," 3-6 Months",665
2015,"Feb","Mallow General Hospital"," 6-9 Months",335
2015,"Feb","Mallow General Hospital"," 9-12 Months",250
2015,"Feb","Mallow General Hospital","12-15 Months",140
2015,"Feb","Mallow General Hospital","15-18 Months",45
2015,"Feb","Mallow General Hospital","18+ Months",138
2015,"Feb","Mater Misericordiae University Hospital"," 0-3 Months",8718
2015,"Feb","Mater Misericordiae University Hospital"," 3-6 Months",5490
2015,"Feb","Mater Misericordiae University Hospital"," 6-9 Months",3924
2015,"Feb","Mater Misericordiae University Hospital"," 9-12 Months",2056
2015,"Feb","Mater Misericordiae University Hospital","12-15 Months",990
2015,"Feb","Mater Misericordiae University Hospital","15-18 Months",695
2015,"Feb","Mater Misericordiae University Hospital","18+ Months",461
2015,"Feb","Mayo General Hospital"," 0-3 Months",2280
2015,"Feb","Mayo General Hospital"," 3-6 Months",950
2015,"Feb","Mayo General Hospital"," 6-9 Months",565
2015,"Feb","Mayo General Hospital"," 9-12 Months",650
2015,"Feb","Mayo General Hospital","12-15 Months",360
2015,"Feb","Mayo General Hospital","15-18 Months",308
2015,"Feb","Mayo General Hospital","18+ Months",623
2015,"Feb","Mercy University Hospital"," 0-3 Months",2075
2015,"Feb","Mercy University Hospital"," 3-6 Months",1405
2015,"Feb","Mercy University Hospital"," 6-9 Months",864
2015,"Feb","Mercy University Hospital"," 9-12 Months",548
2015,"Feb","Mercy University Hospital","12-15 Months",287
2015,"Feb","Mercy University Hospital","15-18 Months",167
2015,"Feb","Mercy University Hospital","18+ Months",105
2015,"Feb","Midland Regional Hospital Mullingar"," 0-3 Months",2695
2015,"Feb","Midland Regional Hospital Mullingar"," 3-6 Months",1653
2015,"Feb","Midland Regional Hospital Mullingar"," 6-9 Months",1151
2015,"Feb","Midland Regional Hospital Mullingar"," 9-12 Months",540
2015,"Feb","Midland Regional Hospital Mullingar","12-15 Months",225
2015,"Feb","Midland Regional Hospital Mullingar","15-18 Months",172
2015,"Feb","Midland Regional Hospital Mullingar","18+ Months",310
2015,"Feb","Midland Regional Hospital Portlaoise"," 0-3 Months",647
2015,"Feb","Midland Regional Hospital Portlaoise"," 3-6 Months",942
2015,"Feb","Midland Regional Hospital Portlaoise"," 6-9 Months",881
2015,"Feb","Midland Regional Hospital Portlaoise"," 9-12 Months",513
2015,"Feb","Midland Regional Hospital Portlaoise","12-15 Months",281
2015,"Feb","Midland Regional Hospital Portlaoise","15-18 Months",114
2015,"Feb","Midland Regional Hospital Portlaoise","18+ Months",28
2015,"Feb","Midland Regional Hospital Tullamore"," 0-3 Months",2967
2015,"Feb","Midland Regional Hospital Tullamore"," 3-6 Months",2365
2015,"Feb","Midland Regional Hospital Tullamore"," 6-9 Months",2047
2015,"Feb","Midland Regional Hospital Tullamore"," 9-12 Months",2171
2015,"Feb","Midland Regional Hospital Tullamore","12-15 Months",970
2015,"Feb","Midland Regional Hospital Tullamore","15-18 Months",854
2015,"Feb","Midland Regional Hospital Tullamore","18+ Months",929
2015,"Feb","Naas General Hospital"," 0-3 Months",2049
2015,"Feb","Naas General Hospital"," 3-6 Months",1179
2015,"Feb","Naas General Hospital"," 6-9 Months",844
2015,"Feb","Naas General Hospital"," 9-12 Months",608
2015,"Feb","Naas General Hospital","12-15 Months",232
2015,"Feb","Naas General Hospital","15-18 Months",70
2015,"Feb","Naas General Hospital","18+ Months",52
2015,"Feb","Nenagh Hospital"," 0-3 Months",708
2015,"Feb","Nenagh Hospital"," 3-6 Months",384
2015,"Feb","Nenagh Hospital"," 6-9 Months",230
2015,"Feb","Nenagh Hospital"," 9-12 Months",200
2015,"Feb","Nenagh Hospital","12-15 Months",109
2015,"Feb","Nenagh Hospital","15-18 Months",53
2015,"Feb","Nenagh Hospital","18+ Months",98
2015,"Feb","Our Lady of Lourdes Hospital Drogheda"," 0-3 Months",3850
2015,"Feb","Our Lady of Lourdes Hospital Drogheda"," 3-6 Months",2759
2015,"Feb","Our Lady of Lourdes Hospital Drogheda"," 6-9 Months",2263
2015,"Feb","Our Lady of Lourdes Hospital Drogheda"," 9-12 Months",1537
2015,"Feb","Our Lady of Lourdes Hospital Drogheda","12-15 Months",732
2015,"Feb","Our Lady of Lourdes Hospital Drogheda","15-18 Months",105
2015,"Feb","Our Lady of Lourdes Hospital Drogheda","18+ Months",10
2015,"Feb","Our Lady's Children's Hospital Crumlin"," 0-3 Months",4819
2015,"Feb","Our Lady's Children's Hospital Crumlin"," 3-6 Months",2822
2015,"Feb","Our Lady's Children's Hospital Crumlin"," 6-9 Months",1907
2015,"Feb","Our Lady's Children's Hospital Crumlin"," 9-12 Months",1440
2015,"Feb","Our Lady's Children's Hospital Crumlin","12-15 Months",725
2015,"Feb","Our Lady's Children's Hospital Crumlin","15-18 Months",278
2015,"Feb","Our Lady's Children's Hospital Crumlin","18+ Months",295
2015,"Feb","Our Lady's Hospital Navan"," 0-3 Months",1809
2015,"Feb","Our Lady's Hospital Navan"," 3-6 Months",1165
2015,"Feb","Our Lady's Hospital Navan"," 6-9 Months",721
2015,"Feb","Our Lady's Hospital Navan"," 9-12 Months",274
2015,"Feb","Our Lady's Hospital Navan","12-15 Months",45
2015,"Feb","Our Lady's Hospital Navan","15-18 Months",3
2015,"Feb","Portiuncula Hospital"," 0-3 Months",1179
2015,"Feb","Portiuncula Hospital"," 3-6 Months",765
2015,"Feb","Portiuncula Hospital"," 6-9 Months",580
2015,"Feb","Portiuncula Hospital"," 9-12 Months",259
2015,"Feb","Portiuncula Hospital","12-15 Months",136
2015,"Feb","Portiuncula Hospital","15-18 Months",122
2015,"Feb","Portiuncula Hospital","18+ Months",124
2015,"Feb","Roscommon Hospital"," 0-3 Months",911
2015,"Feb","Roscommon Hospital"," 3-6 Months",386
2015,"Feb","Roscommon Hospital"," 6-9 Months",277
2015,"Feb","Roscommon Hospital"," 9-12 Months",206
2015,"Feb","Roscommon Hospital","12-15 Months",80
2015,"Feb","Roscommon Hospital","15-18 Months",52
2015,"Feb","Roscommon Hospital","18+ Months",228
2015,"Feb","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2002
2015,"Feb","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1553
2015,"Feb","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1182
2015,"Feb","Royal Victoria Eye and Ear Hospital"," 9-12 Months",1047
2015,"Feb","Royal Victoria Eye and Ear Hospital","12-15 Months",998
2015,"Feb","Royal Victoria Eye and Ear Hospital","15-18 Months",1061
2015,"Feb","Royal Victoria Eye and Ear Hospital","18+ Months",1140
2015,"Feb","Sligo Regional Hospital"," 0-3 Months",3804
2015,"Feb","Sligo Regional Hospital"," 3-6 Months",2557
2015,"Feb","Sligo Regional Hospital"," 6-9 Months",1719
2015,"Feb","Sligo Regional Hospital"," 9-12 Months",1497
2015,"Feb","Sligo Regional Hospital","12-15 Months",1106
2015,"Feb","Sligo Regional Hospital","15-18 Months",760
2015,"Feb","Sligo Regional Hospital","18+ Months",1030
2015,"Feb","South Infirmary Victoria University Hospital"," 0-3 Months",5845
2015,"Feb","South Infirmary Victoria University Hospital"," 3-6 Months",3606
2015,"Feb","South Infirmary Victoria University Hospital"," 6-9 Months",3335
2015,"Feb","South Infirmary Victoria University Hospital"," 9-12 Months",2489
2015,"Feb","South Infirmary Victoria University Hospital","12-15 Months",1569
2015,"Feb","South Infirmary Victoria University Hospital","15-18 Months",1218
2015,"Feb","South Infirmary Victoria University Hospital","18+ Months",2037
2015,"Feb","South Tipperary General Hospital"," 0-3 Months",1547
2015,"Feb","South Tipperary General Hospital"," 3-6 Months",887
2015,"Feb","South Tipperary General Hospital"," 6-9 Months",405
2015,"Feb","South Tipperary General Hospital"," 9-12 Months",229
2015,"Feb","South Tipperary General Hospital","12-15 Months",6
2015,"Feb","St. Columcille's Hospital"," 0-3 Months",843
2015,"Feb","St. Columcille's Hospital"," 3-6 Months",446
2015,"Feb","St. Columcille's Hospital"," 6-9 Months",351
2015,"Feb","St. Columcille's Hospital"," 9-12 Months",259
2015,"Feb","St. Columcille's Hospital","12-15 Months",105
2015,"Feb","St. Columcille's Hospital","15-18 Months",80
2015,"Feb","St. Columcille's Hospital","18+ Months",264
2015,"Feb","St. James's Hospital"," 0-3 Months",6304
2015,"Feb","St. James's Hospital"," 3-6 Months",2714
2015,"Feb","St. James's Hospital"," 6-9 Months",1242
2015,"Feb","St. James's Hospital"," 9-12 Months",676
2015,"Feb","St. James's Hospital","12-15 Months",208
2015,"Feb","St. James's Hospital","15-18 Months",48
2015,"Feb","St. James's Hospital","18+ Months",95
2015,"Feb","St. John's Hospital Limerick"," 0-3 Months",683
2015,"Feb","St. John's Hospital Limerick"," 3-6 Months",360
2015,"Feb","St. John's Hospital Limerick"," 6-9 Months",94
2015,"Feb","St. John's Hospital Limerick"," 9-12 Months",54
2015,"Feb","St. John's Hospital Limerick","12-15 Months",1
2015,"Feb","St. Luke's General Hospital Kilkenny"," 0-3 Months",1465
2015,"Feb","St. Luke's General Hospital Kilkenny"," 3-6 Months",452
2015,"Feb","St. Luke's General Hospital Kilkenny"," 6-9 Months",300
2015,"Feb","St. Luke's General Hospital Kilkenny"," 9-12 Months",185
2015,"Feb","St. Luke's General Hospital Kilkenny","12-15 Months",62
2015,"Feb","St. Luke's General Hospital Kilkenny","15-18 Months",2
2015,"Feb","St. Luke's General Hospital Kilkenny","18+ Months",1
2015,"Feb","St. Michael's Hospital Dun Laoghaire"," 0-3 Months",1100
2015,"Feb","St. Michael's Hospital Dun Laoghaire"," 3-6 Months",603
2015,"Feb","St. Michael's Hospital Dun Laoghaire"," 6-9 Months",299
2015,"Feb","St. Michael's Hospital Dun Laoghaire"," 9-12 Months",183
2015,"Feb","St. Michael's Hospital Dun Laoghaire","12-15 Months",53
2015,"Feb","St. Michael's Hospital Dun Laoghaire","15-18 Months",2
2015,"Feb","St. Michael's Hospital Dun Laoghaire","18+ Months",1
2015,"Feb","St. Vincent's University Hospital"," 0-3 Months",6923
2015,"Feb","St. Vincent's University Hospital"," 3-6 Months",4127
2015,"Feb","St. Vincent's University Hospital"," 6-9 Months",1805
2015,"Feb","St. Vincent's University Hospital"," 9-12 Months",964
2015,"Feb","St. Vincent's University Hospital","12-15 Months",140
2015,"Feb","St. Vincent's University Hospital","15-18 Months",37
2015,"Feb","St. Vincent's University Hospital","18+ Months",6
2015,"Feb","Tallaght Hospital"," 0-3 Months",7208
2015,"Feb","Tallaght Hospital"," 3-6 Months",5775
2015,"Feb","Tallaght Hospital"," 6-9 Months",4390
2015,"Feb","Tallaght Hospital"," 9-12 Months",3681
2015,"Feb","Tallaght Hospital","12-15 Months",2380
2015,"Feb","Tallaght Hospital","15-18 Months",2183
2015,"Feb","Tallaght Hospital","18+ Months",4343
2015,"Feb","University Hospital Limerick"," 0-3 Months",6243
2015,"Feb","University Hospital Limerick"," 3-6 Months",3497
2015,"Feb","University Hospital Limerick"," 6-9 Months",2460
2015,"Feb","University Hospital Limerick"," 9-12 Months",1764
2015,"Feb","University Hospital Limerick","12-15 Months",850
2015,"Feb","University Hospital Limerick","15-18 Months",401
2015,"Feb","University Hospital Limerick","18+ Months",442
2015,"Feb","University Hospital Waterford"," 0-3 Months",5653
2015,"Feb","University Hospital Waterford"," 3-6 Months",4125
2015,"Feb","University Hospital Waterford"," 6-9 Months",3442
2015,"Feb","University Hospital Waterford"," 9-12 Months",3359
2015,"Feb","University Hospital Waterford","12-15 Months",2545
2015,"Feb","University Hospital Waterford","15-18 Months",2319
2015,"Feb","University Hospital Waterford","18+ Months",4818
2015,"Feb","Wexford General Hospital"," 0-3 Months",1447
2015,"Feb","Wexford General Hospital"," 3-6 Months",638
2015,"Feb","Wexford General Hospital"," 6-9 Months",371
2015,"Feb","Wexford General Hospital"," 9-12 Months",229
2015,"Feb","Wexford General Hospital","12-15 Months",17
2015,"Feb","Wexford General Hospital","15-18 Months",2
2015,"Mar","Bantry General Hospital"," 0-3 Months",937
2015,"Mar","Bantry General Hospital"," 3-6 Months",536
2015,"Mar","Bantry General Hospital"," 6-9 Months",331
2015,"Mar","Bantry General Hospital"," 9-12 Months",44
2015,"Mar","Bantry General Hospital","12-15 Months",18
2015,"Mar","Beaumont Hospital"," 0-3 Months",8247
2015,"Mar","Beaumont Hospital"," 3-6 Months",5216
2015,"Mar","Beaumont Hospital"," 6-9 Months",3958
2015,"Mar","Beaumont Hospital"," 9-12 Months",3216
2015,"Mar","Beaumont Hospital","12-15 Months",1579
2015,"Mar","Beaumont Hospital","15-18 Months",1124
2015,"Mar","Beaumont Hospital","18+ Months",336
2015,"Mar","Cappagh National Orthopaedic Hospital"," 0-3 Months",694
2015,"Mar","Cappagh National Orthopaedic Hospital"," 3-6 Months",324
2015,"Mar","Cappagh National Orthopaedic Hospital"," 6-9 Months",297
2015,"Mar","Cappagh National Orthopaedic Hospital"," 9-12 Months",241
2015,"Mar","Cappagh National Orthopaedic Hospital","12-15 Months",45
2015,"Mar","Cavan General Hospital"," 0-3 Months",2246
2015,"Mar","Cavan General Hospital"," 3-6 Months",1718
2015,"Mar","Cavan General Hospital"," 6-9 Months",1359
2015,"Mar","Cavan General Hospital"," 9-12 Months",954
2015,"Mar","Cavan General Hospital","12-15 Months",555
2015,"Mar","Cavan General Hospital","15-18 Months",350
2015,"Mar","Cavan General Hospital","18+ Months",260
2015,"Mar","Childrens University Hospital Temple Street"," 0-3 Months",4223
2015,"Mar","Childrens University Hospital Temple Street"," 3-6 Months",3020
2015,"Mar","Childrens University Hospital Temple Street"," 6-9 Months",2043
2015,"Mar","Childrens University Hospital Temple Street"," 9-12 Months",1472
2015,"Mar","Childrens University Hospital Temple Street","12-15 Months",932
2015,"Mar","Childrens University Hospital Temple Street","15-18 Months",560
2015,"Mar","Childrens University Hospital Temple Street","18+ Months",665
2015,"Mar","Connolly Hospital"," 0-3 Months",3738
2015,"Mar","Connolly Hospital"," 3-6 Months",2231
2015,"Mar","Connolly Hospital"," 6-9 Months",1559
2015,"Mar","Connolly Hospital"," 9-12 Months",1316
2015,"Mar","Connolly Hospital","12-15 Months",613
2015,"Mar","Connolly Hospital","15-18 Months",264
2015,"Mar","Connolly Hospital","18+ Months",89
2015,"Mar","Cork University Hospital"," 0-3 Months",7651
2015,"Mar","Cork University Hospital"," 3-6 Months",5231
2015,"Mar","Cork University Hospital"," 6-9 Months",3845
2015,"Mar","Cork University Hospital"," 9-12 Months",2982
2015,"Mar","Cork University Hospital","12-15 Months",1865
2015,"Mar","Cork University Hospital","15-18 Months",1825
2015,"Mar","Cork University Hospital","18+ Months",2557
2015,"Mar","Croom Orthopaedic Hospital"," 0-3 Months",1190
2015,"Mar","Croom Orthopaedic Hospital"," 3-6 Months",823
2015,"Mar","Croom Orthopaedic Hospital"," 6-9 Months",642
2015,"Mar","Croom Orthopaedic Hospital"," 9-12 Months",558
2015,"Mar","Croom Orthopaedic Hospital","12-15 Months",366
2015,"Mar","Croom Orthopaedic Hospital","15-18 Months",112
2015,"Mar","Croom Orthopaedic Hospital","18+ Months",133
2015,"Mar","Ennis Hospital"," 0-3 Months",751
2015,"Mar","Ennis Hospital"," 3-6 Months",579
2015,"Mar","Ennis Hospital"," 6-9 Months",435
2015,"Mar","Ennis Hospital"," 9-12 Months",384
2015,"Mar","Ennis Hospital","12-15 Months",203
2015,"Mar","Ennis Hospital","15-18 Months",3
2015,"Mar","Ennis Hospital","18+ Months",27
2015,"Mar","Galway University Hospital"," 0-3 Months",12307
2015,"Mar","Galway University Hospital"," 3-6 Months",6545
2015,"Mar","Galway University Hospital"," 6-9 Months",5067
2015,"Mar","Galway University Hospital"," 9-12 Months",3501
2015,"Mar","Galway University Hospital","12-15 Months",3383
2015,"Mar","Galway University Hospital","15-18 Months",1685
2015,"Mar","Galway University Hospital","18+ Months",3717
2015,"Mar","Kerry General Hospital"," 0-3 Months",2574
2015,"Mar","Kerry General Hospital"," 3-6 Months",1943
2015,"Mar","Kerry General Hospital"," 6-9 Months",1344
2015,"Mar","Kerry General Hospital"," 9-12 Months",971
2015,"Mar","Kerry General Hospital","12-15 Months",494
2015,"Mar","Kerry General Hospital","15-18 Months",318
2015,"Mar","Kerry General Hospital","18+ Months",167
2015,"Mar","Letterkenny General Hospital"," 0-3 Months",3494
2015,"Mar","Letterkenny General Hospital"," 3-6 Months",2695
2015,"Mar","Letterkenny General Hospital"," 6-9 Months",2340
2015,"Mar","Letterkenny General Hospital"," 9-12 Months",2134
2015,"Mar","Letterkenny General Hospital","12-15 Months",1727
2015,"Mar","Letterkenny General Hospital","15-18 Months",1228
2015,"Mar","Letterkenny General Hospital","18+ Months",2370
2015,"Mar","Louth County Hospital"," 0-3 Months",997
2015,"Mar","Louth County Hospital"," 3-6 Months",486
2015,"Mar","Louth County Hospital"," 6-9 Months",292
2015,"Mar","Louth County Hospital"," 9-12 Months",184
2015,"Mar","Louth County Hospital","12-15 Months",13
2015,"Mar","Louth County Hospital","15-18 Months",4
2015,"Mar","Mallow General Hospital"," 0-3 Months",973
2015,"Mar","Mallow General Hospital"," 3-6 Months",658
2015,"Mar","Mallow General Hospital"," 6-9 Months",366
2015,"Mar","Mallow General Hospital"," 9-12 Months",242
2015,"Mar","Mallow General Hospital","12-15 Months",166
2015,"Mar","Mallow General Hospital","15-18 Months",46
2015,"Mar","Mallow General Hospital","18+ Months",146
2015,"Mar","Mater Misericordiae University Hospital"," 0-3 Months",8861
2015,"Mar","Mater Misericordiae University Hospital"," 3-6 Months",5274
2015,"Mar","Mater Misericordiae University Hospital"," 6-9 Months",3821
2015,"Mar","Mater Misericordiae University Hospital"," 9-12 Months",2180
2015,"Mar","Mater Misericordiae University Hospital","12-15 Months",1106
2015,"Mar","Mater Misericordiae University Hospital","15-18 Months",790
2015,"Mar","Mater Misericordiae University Hospital","18+ Months",589
2015,"Mar","Mayo General Hospital"," 0-3 Months",2478
2015,"Mar","Mayo General Hospital"," 3-6 Months",804
2015,"Mar","Mayo General Hospital"," 6-9 Months",613
2015,"Mar","Mayo General Hospital"," 9-12 Months",627
2015,"Mar","Mayo General Hospital","12-15 Months",438
2015,"Mar","Mayo General Hospital","15-18 Months",327
2015,"Mar","Mayo General Hospital","18+ Months",698
2015,"Mar","Mercy University Hospital"," 0-3 Months",2058
2015,"Mar","Mercy University Hospital"," 3-6 Months",1406
2015,"Mar","Mercy University Hospital"," 6-9 Months",875
2015,"Mar","Mercy University Hospital"," 9-12 Months",567
2015,"Mar","Mercy University Hospital","12-15 Months",349
2015,"Mar","Mercy University Hospital","15-18 Months",149
2015,"Mar","Mercy University Hospital","18+ Months",143
2015,"Mar","Midland Regional Hospital Mullingar"," 0-3 Months",1536
2015,"Mar","Midland Regional Hospital Mullingar"," 3-6 Months",1419
2015,"Mar","Midland Regional Hospital Mullingar"," 6-9 Months",1081
2015,"Mar","Midland Regional Hospital Mullingar"," 9-12 Months",680
2015,"Mar","Midland Regional Hospital Mullingar","12-15 Months",225
2015,"Mar","Midland Regional Hospital Mullingar","15-18 Months",144
2015,"Mar","Midland Regional Hospital Mullingar","18+ Months",373
2015,"Mar","Midland Regional Hospital Portlaoise"," 0-3 Months",1004
2015,"Mar","Midland Regional Hospital Portlaoise"," 3-6 Months",772
2015,"Mar","Midland Regional Hospital Portlaoise"," 6-9 Months",860
2015,"Mar","Midland Regional Hospital Portlaoise"," 9-12 Months",581
2015,"Mar","Midland Regional Hospital Portlaoise","12-15 Months",291
2015,"Mar","Midland Regional Hospital Portlaoise","15-18 Months",125
2015,"Mar","Midland Regional Hospital Portlaoise","18+ Months",55
2015,"Mar","Midland Regional Hospital Tullamore"," 0-3 Months",3113
2015,"Mar","Midland Regional Hospital Tullamore"," 3-6 Months",2375
2015,"Mar","Midland Regional Hospital Tullamore"," 6-9 Months",1997
2015,"Mar","Midland Regional Hospital Tullamore"," 9-12 Months",2130
2015,"Mar","Midland Regional Hospital Tullamore","12-15 Months",1141
2015,"Mar","Midland Regional Hospital Tullamore","15-18 Months",840
2015,"Mar","Midland Regional Hospital Tullamore","18+ Months",1009
2015,"Mar","Naas General Hospital"," 0-3 Months",2160
2015,"Mar","Naas General Hospital"," 3-6 Months",1097
2015,"Mar","Naas General Hospital"," 6-9 Months",829
2015,"Mar","Naas General Hospital"," 9-12 Months",635
2015,"Mar","Naas General Hospital","12-15 Months",260
2015,"Mar","Naas General Hospital","15-18 Months",80
2015,"Mar","Naas General Hospital","18+ Months",57
2015,"Mar","Nenagh Hospital"," 0-3 Months",691
2015,"Mar","Nenagh Hospital"," 3-6 Months",359
2015,"Mar","Nenagh Hospital"," 6-9 Months",244
2015,"Mar","Nenagh Hospital"," 9-12 Months",194
2015,"Mar","Nenagh Hospital","12-15 Months",122
2015,"Mar","Nenagh Hospital","15-18 Months",55
2015,"Mar","Nenagh Hospital","18+ Months",111
2015,"Mar","Our Lady of Lourdes Hospital Drogheda"," 0-3 Months",3918
2015,"Mar","Our Lady of Lourdes Hospital Drogheda"," 3-6 Months",2648
2015,"Mar","Our Lady of Lourdes Hospital Drogheda"," 6-9 Months",2135
2015,"Mar","Our Lady of Lourdes Hospital Drogheda"," 9-12 Months",1572
2015,"Mar","Our Lady of Lourdes Hospital Drogheda","12-15 Months",828
2015,"Mar","Our Lady of Lourdes Hospital Drogheda","15-18 Months",206
2015,"Mar","Our Lady of Lourdes Hospital Drogheda","18+ Months",11
2015,"Mar","Our Lady's Children's Hospital Crumlin"," 0-3 Months",4793
2015,"Mar","Our Lady's Children's Hospital Crumlin"," 3-6 Months",2858
2015,"Mar","Our Lady's Children's Hospital Crumlin"," 6-9 Months",1800
2015,"Mar","Our Lady's Children's Hospital Crumlin"," 9-12 Months",1438
2015,"Mar","Our Lady's Children's Hospital Crumlin","12-15 Months",772
2015,"Mar","Our Lady's Children's Hospital Crumlin","15-18 Months",374
2015,"Mar","Our Lady's Children's Hospital Crumlin","18+ Months",307
2015,"Mar","Our Lady's Hospital Navan"," 0-3 Months",1803
2015,"Mar","Our Lady's Hospital Navan"," 3-6 Months",1171
2015,"Mar","Our Lady's Hospital Navan"," 6-9 Months",746
2015,"Mar","Our Lady's Hospital Navan"," 9-12 Months",273
2015,"Mar","Our Lady's Hospital Navan","12-15 Months",65
2015,"Mar","Our Lady's Hospital Navan","15-18 Months",4
2015,"Mar","Our Lady's Hospital Navan","18+ Months",1
2015,"Mar","Portiuncula Hospital"," 0-3 Months",1267
2015,"Mar","Portiuncula Hospital"," 3-6 Months",736
2015,"Mar","Portiuncula Hospital"," 6-9 Months",616
2015,"Mar","Portiuncula Hospital"," 9-12 Months",252
2015,"Mar","Portiuncula Hospital","12-15 Months",141
2015,"Mar","Portiuncula Hospital","15-18 Months",116
2015,"Mar","Portiuncula Hospital","18+ Months",137
2015,"Mar","Roscommon Hospital"," 0-3 Months",1044
2015,"Mar","Roscommon Hospital"," 3-6 Months",394
2015,"Mar","Roscommon Hospital"," 6-9 Months",281
2015,"Mar","Roscommon Hospital"," 9-12 Months",199
2015,"Mar","Roscommon Hospital","12-15 Months",104
2015,"Mar","Roscommon Hospital","15-18 Months",46
2015,"Mar","Roscommon Hospital","18+ Months",241
2015,"Mar","Royal Victoria Eye and Ear Hospital"," 0-3 Months",2120
2015,"Mar","Royal Victoria Eye and Ear Hospital"," 3-6 Months",1465
2015,"Mar","Royal Victoria Eye and Ear Hospital"," 6-9 Months",1253
2015,"Mar","Royal Victoria Eye and Ear Hospital"," 9-12 Months",1038
2015,"Mar","Royal Victoria Eye and Ear Hospital","12-15 Months",1012
2015,"Mar","Royal Victoria Eye and Ear Hospital","15-18 Months",1009
2015,"Mar","Royal Victoria Eye and Ear Hospital","18+ Months",1392
2015,"Mar","Sligo Regional Hospital"," 0-3 Months",3701
2015,"Mar","Sligo Regional Hospital"," 3-6 Months",2435
2015,"Mar","Sligo Regional Hospital"," 6-9 Months",1738
2015,"Mar","Sligo Regional Hospital"," 9-12 Months",1543
2015,"Mar","Sligo Regional Hospital","12-15 Months",1099
2015,"Mar","Sligo Regional Hospital","15-18 Months",803
2015,"Mar","Sligo Regional Hospital","18+ Months",1148
2015,"Mar","South Infirmary Victoria University Hospital"," 0-3 Months",5672
2015,"Mar","South Infirmary Victoria University Hospital"," 3-6 Months",3694
2015,"Mar","South Infirmary Victoria University Hospital"," 6-9 Months",3118
2015,"Mar","South Infirmary Victoria University Hospital"," 9-12 Months",2566
2015,"Mar","South Infirmary Victoria University Hospital","12-15 Months",1764
2015,"Mar","South Infirmary Victoria University Hospital","15-18 Months",1255
2015,"Mar","South Infirmary Victoria University Hospital","18+ Months",2147
2015,"Mar","South Tipperary General Hospital"," 0-3 Months",1644
2015,"Mar","South Tipperary General Hospital"," 3-6 Months",889
2015,"Mar","South Tipperary General Hospital"," 6-9 Months",468
2015,"Mar","South Tipperary General Hospital"," 9-12 Months",210
2015,"Mar","South Tipperary General Hospital","12-15 Months",9
2015,"Mar","St. Columcille's Hospital"," 0-3 Months",820
2015,"Mar","St. Columcille's Hospital"," 3-6 Months",445
2015,"Mar","St. Columcille's Hospital"," 6-9 Months",316
2015,"Mar","St. Columcille's Hospital"," 9-12 Months",268
